"Date","Data"
"2015-03-23","0.637649138311975"
"2015-03-24","0.564838990426458"
"2015-03-25","0.605553287055941"
"2015-03-27","0.591650853889943"
"2015-03-28","0.600738396624473"
"2015-03-29","0.579859953317773"
"2015-04-13","0.77116935483871"
"2015-04-15","0.774928774928775"
"2015-04-25","0.707"
"2015-04-30","0.731379731379731"
"2015-05-02","0.698056801195815"
"2015-05-29","0.740800865800866"
"2015-06-01","0.727045596502186"
"2015-07-01","0.782340862422998"
"2015-07-13","0.751488095238095"
"2015-07-14","0.649566643241977"
"2015-07-15","0.735761332816738"
"2015-07-16","0.677037798920031"
"2015-07-20","0.731591448931116"
"2015-07-21","0.621552604698672"
"2015-07-25","0.630446476600323"
"2015-07-27","0.655689424364123"
"2015-07-29","0.621341237495369"
"2015-07-30","0.543109458517314"
"2015-08-01","0.604956629491946"
"2015-08-02","0.631616595135908"
"2015-08-03","0.627761892383676"
"2015-08-07","0.621414913957935"
"2015-08-09","0.602847508430124"
"2015-08-10","0.570592724497583"
"2015-08-11","0.574835810577255"
"2015-08-24","0.552053732885559"
"2015-08-25","0.585094122166731"
"2015-08-29","0.584101748807631"
"2015-09-07","0.494505494505495"
"2015-09-12","0.578947368421053"
"2015-09-13","0.616911130284728"
"2015-09-14","0.586766136879663"
"2015-09-23","0.573019801980198"
"2015-10-03","0.605792437650845"
"2015-10-04","0.614394536380352"
"2015-10-07","0.555402140144978"
"2015-10-12","0.588470776621297"
"2015-10-13","0.577433004231312"
"2015-10-14","0.546199701937407"
"2015-10-15","0.586831275720165"
"2015-10-16","0.555555555555556"
"2015-10-17","0.627870150435471"
"2015-10-18","0.565647743813683"
"2015-10-19","0.590611773759138"
"2015-10-26","0.660136286201022"
"2015-10-27","0.616846105129829"
"2015-11-02","0.662229617304492"
"2015-11-03","0.572853007397877"
"2015-11-08","0.664929859719439"
"2015-11-18","0.7136"
"2015-11-19","0.678714859437751"
"2015-11-20","0.70199203187251"
"2015-11-21","0.659456118665019"
"2015-11-22","0.692497938994229"
"2015-11-23","0.647671391379809"
"2015-12-02","0.632254464285714"
"2015-12-03","0.650145772594752"
"2015-12-04","0.684027777777778"
"2015-12-05","0.582797155435151"
"2015-12-06","0.639117265253137"
"2015-12-07","0.606392980256973"
"2015-12-08","0.598134802882577"
"2015-12-14","0.609271523178808"
"2015-12-18","0.585189160182452"
"2015-12-19","0.629949039592317"
"2015-12-22","0.639110365086026"
"2015-12-23","0.58151001540832"
"2016-01-03","0.63743345474923"
"2016-01-04","0.617844453217529"
"2016-01-07","0.632508833922262"
"2016-01-09","0.59567387687188"
"2016-01-10","0.600886917960089"
"2016-01-12","0.645083932853717"
"2016-01-13","0.6"
"2016-01-15","0.559621835925587"
"2016-01-17","0.586438778369291"
"2016-01-18","0.562794348508634"
"2016-01-21","0.624357453538948"
"2016-01-22","0.548936170212766"
"2016-01-23","0.624564459930314"
"2016-01-28","0.678129298486933"
"2016-01-29","0.540487162606978"
"2016-01-30","0.612983770287141"
"2016-01-31","0.543440233236152"
"2016-02-02","0.556570814297232"
"2016-02-03","0.567110036275695"
"2016-02-04","0.555442781020046"
"2016-02-05","0.566666666666667"
"2016-02-06","0.606611570247934"
"2016-02-07","0.541590771098968"
"2016-02-09","0.55121675155631"
"2016-02-10","0.57308009909166"
"2016-02-11","0.537709137709138"
"2016-02-12","0.528197567268706"
"2016-02-15","0.590872045639772"
"2016-02-16","0.52647800504343"
"2016-02-17","0.553962564715253"
"2015-01-03","0.556769186547859"
"2015-01-04","0.56861133935908"
"2015-01-05","0.541962174940898"
"2015-01-06","0.482887156895967"
"2015-01-16","0.531499556344277"
"2015-01-18","0.577416595380667"
"2015-01-19","0.526734926052332"
"2015-01-20","0.571974522292994"
"2015-01-25","0.546686746987952"
"2015-01-27","0.55443463640185"
"2015-01-28","0.544273194318525"
"2015-01-29","0.469601677148847"
"2015-02-01","0.504835589941973"
"2015-02-06","0.550660792951542"
"2015-02-07","0.563455973542786"
"2015-02-08","0.550034989503149"
"2015-02-09","0.571196094385679"
"2015-02-10","0.537870049980777"
"2015-02-11","0.551311288483466"
"2015-02-12","0.545916373583431"
"2015-02-18","0.544310722100656"
"2015-02-19","0.547939930689257"
"2015-02-25","0.604106776180698"
"2015-03-05","0.533477321814255"
"2015-03-06","0.558091893473807"
"2015-03-07","0.565514622104064"
"2015-03-12","0.527284263959391"
"2015-03-14","0.541923774954628"
"2015-03-23","0.560076775431862"
"2015-03-24","0.565766800689259"
"2015-03-25","0.604733727810651"
"2015-03-27","0.643079315707621"
"2015-03-28","0.561635775228008"
"2015-03-29","0.660655134339345"
"2015-04-21","0.780139488542013"
"2015-04-25","0.760907944514502"
"2015-04-27","0.73320537428023"
"2015-04-30","0.791606367583213"
"2015-05-29","0.718551150269212"
"2015-06-07","0.6834434069688"
"2015-06-09","0.684268125854993"
"2015-06-18","0.715548191107429"
"2015-07-11","0.677169707020453"
"2015-07-13","0.688784102391378"
"2015-07-14","0.663297872340426"
"2015-07-15","0.70801869830996"
"2015-07-20","0.633912522468544"
"2015-07-23","0.617458279845956"
"2015-07-25","0.58981355161437"
"2015-08-01","0.57578814627995"
"2015-08-02","0.630679752817157"
"2015-08-06","0.579640415295011"
"2015-08-07","0.595333333333333"
"2015-08-08","0.5655"
"2015-08-09","0.603967410556146"
"2015-08-10","0.560840452551374"
"2015-08-11","0.59092520382843"
"2015-08-25","0.588631264023934"
"2015-08-28","0.58428001228124"
"2015-09-12","0.617986470354158"
"2015-09-13","0.613302901858494"
"2015-09-14","0.618841364374662"
"2015-09-26","0.636582430806258"
"2015-09-29","0.566870770222365"
"2015-01-04","0.598778892280855"
"2015-01-05","0.514605344934742"
"2015-01-06","0.544168260038241"
"2015-01-15","0.532048761305545"
"2015-01-18","0.552368535419383"
"2015-01-19","0.555177111716621"
"2015-01-20","0.553508771929825"
"2015-01-27","0.598008148483477"
"2015-01-28","0.491309385863268"
"2015-02-07","0.549019607843137"
"2015-02-09","0.507344632768362"
"2015-02-10","0.577973568281938"
"2015-02-11","0.53856"
"2015-02-13","0.528878137284548"
"2015-02-18","0.541882876204596"
